Well,MD,x,y,TVD,Block,Deactivated,IsochoreThickness,IsochoreThicknessChange,TopDz,TopDzChange,BaseDz,BaseDzChange,TrueZone,CalcZone,Match,Fix
OP_1,0.00,461809.59,5932990.36,0.00,-,-,-999.00,-999.00,-999.00,-999.00,1657.42,-0.00,0,0,Y,-
OP_1,36.05,461817.80,5933001.94,33.13,-,-,-999.00,-999.00,-999.00,-999.00,1623.76,-0.00,0,0,Y,-
OP_1,99.31,461832.29,5933022.37,91.22,-,-,-999.00,-999.00,-999.00,-999.00,1564.80,-0.00,0,0,Y,-
OP_1,161.76,461846.82,5933042.84,148.41,-,-,-999.00,-999.00,-999.00,-999.00,1506.73,-0.00,0,0,Y,-
OP_1,222.72,461861.35,5933063.30,203.97,-,-,-999.00,-999.00,-999.00,-999.00,1450.22,-0.00,0,0,Y,-
OP_1,282.07,461875.95,5933083.84,257.70,-,-,-999.00,-999.00,-999.00,-999.00,1395.58,-0.00,0,0,Y,-
OP_1,339.19,461890.57,5933104.38,308.95,-,-,-999.00,-999.00,-999.00,-999.00,1343.55,-0.00,0,0,Y,-
OP_1,393.51,461905.09,5933124.77,357.16,-,-,-999.00,-999.00,-999.00,-999.00,1294.76,-0.00,0,0,Y,-
OP_1,445.56,461919.71,5933145.24,402.72,-,-,-999.00,-999.00,-999.00,-999.00,1248.81,-0.00,0,0,Y,-
OP_1,494.83,461934.26,5933165.62,445.15,-,-,-999.00,-999.00,-999.00,-999.00,1206.37,-0.00,0,0,Y,-
OP_1,541.87,461948.92,5933186.11,484.88,-,-,-999.00,-999.00,-999.00,-999.00,1166.91,-0.00,0,0,Y,-
OP_1,586.26,461963.52,5933206.48,521.52,-,-,-999.00,-999.00,-999.00,-999.00,1130.65,-0.00,0,0,Y,-
OP_1,628.56,461978.19,5933226.93,555.50,-,-,-999.00,-999.00,-999.00,-999.00,1097.13,-0.00,0,0,Y,-
OP_1,668.84,461992.93,5933247.44,586.88,-,-,-999.00,-999.00,-999.00,-999.00,1066.30,-0.00,0,0,Y,-
OP_1,707.21,462007.71,5933267.99,615.72,-,-,-999.00,-999.00,-999.00,-999.00,1038.17,-0.00,0,0,Y,-
OP_1,743.76,462022.49,5933288.53,642.08,-,-,-999.00,-999.00,-999.00,-999.00,1012.61,-0.00,0,0,Y,-
OP_1,778.58,462037.26,5933309.01,666.05,-,-,-999.00,-999.00,-999.00,-999.00,989.39,-0.00,0,0,Y,-
OP_1,811.78,462051.97,5933329.39,687.73,-,-,-999.00,-999.00,-999.00,-999.00,968.33,-0.00,0,0,Y,-
OP_1,843.89,462066.78,5933349.91,707.49,-,-,-999.00,-999.00,-999.00,-999.00,949.09,-0.00,0,0,Y,-
OP_1,874.55,462081.47,5933370.23,725.14,-,-,-999.00,-999.00,-999.00,-999.00,931.76,-0.00,0,0,Y,-
OP_1,904.30,462096.21,5933390.59,741.04,-,-,-999.00,-999.00,-999.00,-999.00,916.00,-0.00,0,0,Y,-
OP_1,933.20,462110.97,5933410.98,755.24,-,-,-999.00,-999.00,-999.00,-999.00,901.34,-0.00,0,0,Y,-
OP_1,961.32,462125.72,5933431.34,767.82,-,-,-999.00,-999.00,-999.00,-999.00,886.26,-0.00,0,0,Y,-
OP_1,988.72,462140.44,5933451.64,778.87,-,-,-999.00,-999.00,-999.00,-999.00,865.29,-0.00,0,0,Y,-
OP_1,1015.61,462155.17,5933471.94,788.54,-,-,-999.00,-999.00,-999.00,-999.00,844.44,-0.00,0,0,Y,-
OP_1,1042.40,462170.04,5933492.46,797.25,-,-,-999.00,-999.00,-999.00,-999.00,826.12,-0.00,0,0,Y,-
OP_1,1069.03,462184.92,5933513.04,805.24,-,-,-999.00,-999.00,-999.00,-999.00,808.89,-0.00,0,0,Y,-
OP_1,1095.47,462199.74,5933533.61,812.79,-,-,-999.00,-999.00,-999.00,-999.00,792.46,-0.00,0,0,Y,-
OP_1,1121.72,462214.41,5933554.09,820.13,-,-,-999.00,-999.00,-999.00,-999.00,778.14,-0.00,0,0,Y,-
OP_1,1148.24,462229.18,5933574.81,827.63,-,-,-999.00,-999.00,-999.00,-999.00,766.43,-0.00,0,0,Y,-
OP_1,1174.53,462243.68,5933595.33,835.34,-,-,-999.00,-999.00,-999.00,-999.00,757.54,-0.00,0,0,Y,-
OP_1,1201.21,462258.22,5933616.10,843.65,-,-,-999.00,-999.00,-999.00,-999.00,748.72,-0.00,0,0,Y,-
OP_1,1227.89,462272.57,5933636.77,852.53,-,-,-999.00,-999.00,-999.00,-999.00,739.29,-0.00,0,0,Y,-
OP_1,1254.80,462286.83,5933657.49,862.07,-,-,-999.00,-999.00,-999.00,-999.00,729.15,-0.00,0,0,Y,-
OP_1,1281.89,462300.99,5933678.22,872.26,-,-,-999.00,-999.00,-999.00,-999.00,718.34,-0.00,0,0,Y,-
OP_1,1309.14,462315.03,5933698.91,883.10,-,-,-999.00,-999.00,-999.00,-999.00,706.91,-0.00,0,0,Y,-
OP_1,1337.02,462329.17,5933719.88,894.80,-,-,-999.00,-999.00,-999.00,-999.00,694.90,-0.00,0,0,Y,-
OP_1,1365.00,462343.15,5933740.73,907.17,-,-,-999.00,-999.00,-999.00,-999.00,682.38,-0.00,0,0,Y,-
OP_1,1393.56,462357.18,5933761.76,920.46,-,-,-999.00,-999.00,-999.00,-999.00,668.95,-0.00,0,0,Y,-
OP_1,1422.66,462371.23,5933782.91,934.68,-,-,-999.00,-999.00,-999.00,-999.00,654.52,-0.00,0,0,Y,-
OP_1,1451.81,462385.03,5933803.77,949.63,-,-,-999.00,-999.00,-999.00,-999.00,639.50,-0.00,0,0,Y,-
OP_1,1481.94,462399.02,5933824.98,965.84,-,-,-999.00,-999.00,-999.00,-999.00,623.42,-0.00,0,0,Y,-
OP_1,1512.56,462412.93,5933846.10,983.10,-,-,-999.00,-999.00,-999.00,-999.00,606.48,-0.00,0,0,Y,-
OP_1,1543.63,462426.70,5933867.05,1001.45,-,-,-999.00,-999.00,-999.00,-999.00,588.74,-0.00,0,0,Y,-
OP_1,1575.62,462440.50,5933888.05,1021.24,-,-,-999.00,-999.00,-999.00,-999.00,569.84,-0.00,0,0,Y,-
OP_1,1608.52,462454.27,5933908.99,1042.55,-,-,-999.00,-999.00,-999.00,-999.00,549.43,-0.00,0,0,Y,-
OP_1,1642.79,462468.11,5933930.01,1065.80,-,-,-999.00,-999.00,-999.00,-999.00,527.10,-0.00,0,0,Y,-
OP_1,1678.40,462481.93,5933950.90,1091.13,-,-,-999.00,-999.00,-999.00,-999.00,502.71,-0.00,0,0,Y,-
OP_1,1716.34,462495.94,5933971.96,1119.39,-,-,-999.00,-999.00,-999.00,-999.00,475.32,-0.00,0,0,Y,-
OP_1,1756.58,462509.94,5933992.79,1150.84,-,-,-999.00,-999.00,-999.00,-999.00,444.74,-0.00,0,0,Y,-
OP_1,1800.62,462524.14,5934013.62,1186.93,-,-,-999.00,-999.00,-999.00,-999.00,409.50,-0.00,0,0,Y,-
OP_1,1849.98,462538.53,5934034.21,1229.41,-,-,-999.00,-999.00,-999.00,-999.00,367.86,-0.00,0,0,Y,-
OP_1,1908.80,462553.34,5934054.53,1282.56,-,-,-999.00,-999.00,-999.00,-999.00,315.51,-0.01,0,0,Y,-
OP_1,1988.71,462569.04,5934074.00,1358.38,-,-,-999.00,-999.00,-999.00,-999.00,240.39,-0.01,0,0,Y,-
OP_1,2282.00,462581.80,5934063.36,1648.50,-,-,-999.00,-999.00,9.95,0.01,-999.00,-999.00,4,4,Y,-
OP_2,0.00,461809.59,5932990.36,0.00,-,D,-999.00,-999.00,-999.00,-999.00,1657.42,-0.00,0,0,Y,-
OP_2,39.83,461799.44,5933007.79,34.35,-,-,-999.00,-999.00,-999.00,-999.00,1622.15,-0.00,0,0,Y,-
OP_2,89.59,461786.73,5933029.58,77.23,-,-,-999.00,-999.00,-999.00,-999.00,1578.09,-0.00,0,0,Y,-
OP_2,139.29,461773.99,5933051.41,120.03,-,-,-999.00,-999.00,-999.00,-999.00,1534.09,0.00,0,0,Y,-
OP_2,188.34,461761.35,5933073.05,162.19,-,-,-999.00,-999.00,-999.00,-999.00,1490.60,0.00,0,0,Y,-
OP_2,237.27,461748.63,5933094.75,204.16,-,-,-999.00,-999.00,-999.00,-999.00,1447.30,0.00,0,0,Y,-
OP_2,286.04,461735.84,5933116.55,245.87,-,-,-999.00,-999.00,-999.00,-999.00,1404.32,0.00,0,0,Y,-
OP_2,334.08,461723.09,5933138.20,286.82,-,-,-999.00,-999.00,-999.00,-999.00,1362.23,0.00,0,0,Y,-
OP_2,381.91,461710.23,5933159.97,327.41,-,-,-999.00,-999.00,-999.00,-999.00,1320.49,0.00,0,0,Y,-
OP_2,428.95,461697.38,5933181.63,367.15,-,-,-999.00,-999.00,-999.00,-999.00,1279.41,0.00,0,0,Y,-
OP_2,475.20,461684.54,5933203.18,406.01,-,-,-999.00,-999.00,-999.00,-999.00,1239.25,0.00,0,0,Y,-
OP_2,520.64,461671.69,5933224.65,443.94,-,-,-999.00,-999.00,-999.00,-999.00,1200.10,0.00,0,0,Y,-
OP_2,565.79,461658.68,5933246.29,481.36,-,-,-999.00,-999.00,-999.00,-999.00,1161.54,0.00,0,0,Y,-
OP_2,610.09,461645.64,5933267.87,517.79,-,-,-999.00,-999.00,-999.00,-999.00,1124.14,0.00,0,0,Y,-
OP_2,653.55,461632.56,5933289.39,553.21,-,-,-999.00,-999.00,-999.00,-999.00,1087.83,0.00,0,0,Y,-
OP_2,696.16,461619.44,5933310.85,587.60,-,-,-999.00,-999.00,-999.00,-999.00,1052.52,0.00,0,0,Y,-
OP_2,737.91,461606.28,5933332.27,620.93,-,-,-999.00,-999.00,-999.00,-999.00,1018.25,0.00,0,0,Y,-
OP_2,778.82,461593.06,5933353.65,653.20,-,-,-999.00,-999.00,-999.00,-999.00,985.07,0.00,0,0,Y,-
OP_2,818.88,461579.79,5933375.00,684.40,-,-,-999.00,-999.00,-999.00,-999.00,953.20,0.00,0,0,Y,-
OP_2,858.10,461566.45,5933396.31,714.50,-,-,-999.00,-999.00,-999.00,-999.00,922.39,0.00,0,0,Y,-
OP_2,896.49,461553.05,5933417.59,743.50,-,-,-999.00,-999.00,-999.00,-999.00,892.57,0.00,0,0,Y,-
OP_2,934.06,461539.59,5933438.85,771.40,-,-,-999.00,-999.00,-999.00,-999.00,863.74,0.00,0,0,Y,-
OP_2,970.82,461526.07,5933460.08,798.20,-,-,-999.00,-999.00,-999.00,-999.00,836.19,-0.00,0,0,Y,-
OP_2,1006.80,461512.47,5933481.28,823.89,-,-,-999.00,-999.00,-999.00,-999.00,810.50,-0.00,0,0,Y,-
OP_2,1042.00,461498.81,5933502.46,848.46,-,-,-999.00,-999.00,-999.00,-999.00,786.01,-0.00,0,0,Y,-
OP_2,1076.45,461485.09,5933523.61,871.94,-,-,-999.00,-999.00,-999.00,-999.00,762.37,-0.00,0,0,Y,-
OP_2,1110.17,461471.30,5933544.73,894.31,-,-,-999.00,-999.00,-999.00,-999.00,739.55,-0.00,0,0,Y,-
OP_2,1143.18,461457.45,5933565.82,915.59,-,-,-999.00,-999.00,-999.00,-999.00,717.65,-0.00,0,0,Y,-
OP_2,1175.50,461443.54,5933586.88,935.79,-,-,-999.00,-999.00,-999.00,-999.00,696.82,-0.00,0,0,Y,-
OP_2,1207.16,461429.57,5933607.90,954.90,-,-,-999.00,-999.00,-999.00,-999.00,676.94,-0.00,0,0,Y,-
OP_2,1238.19,461415.56,5933628.88,972.96,-,-,-999.00,-999.00,-999.00,-999.00,658.41,-0.00,0,0,Y,-
OP_2,1268.61,461401.49,5933649.82,989.96,-,-,-999.00,-999.00,-999.00,-999.00,641.04,-0.00,0,0,Y,-
OP_2,1298.44,461387.39,5933670.70,1005.93,-,-,-999.00,-999.00,-999.00,-999.00,625.23,-0.00,0,0,Y,-
OP_2,1327.72,461373.24,5933691.53,1020.87,-,-,-999.00,-999.00,-999.00,-999.00,610.47,-0.00,0,0,Y,-
OP_2,1356.48,461359.06,5933712.30,1034.82,-,-,-999.00,-999.00,-999.00,-999.00,596.46,-0.00,0,0,Y,-
OP_2,1384.73,461344.86,5933733.00,1047.77,-,-,-999.00,-999.00,-999.00,-999.00,583.15,-0.00,0,0,Y,-
OP_2,1412.51,461330.64,5933753.63,1059.76,-,-,-999.00,-999.00,-999.00,-999.00,570.60,-0.00,0,0,Y,-
OP_2,1440.29,461316.16,5933774.52,1070.98,-,-,-999.00,-999.00,-999.00,-999.00,559.47,-0.00,0,0,Y,-
OP_2,1467.65,461301.67,5933795.33,1081.25,-,-,-999.00,-999.00,-999.00,-999.00,550.18,-0.00,0,0,Y,-
OP_2,1494.61,461287.17,5933816.05,1090.59,-,-,-999.00,-999.00,-999.00,-999.00,541.66,-0.00,0,0,Y,-
OP_2,1521.20,461272.68,5933836.68,1099.03,-,-,-999.00,-999.00,-999.00,-999.00,533.87,-0.00,0,0,Y,-
OP_2,1547.43,461258.19,5933857.20,1106.59,-,-,-999.00,-999.00,-999.00,-999.00,526.82,-0.00,0,0,Y,-
OP_2,1573.33,461243.72,5933877.61,1113.30,-,-,-999.00,-999.00,-999.00,-999.00,520.61,-0.00,0,0,Y,-
OP_2,1599.39,461229.01,5933898.27,1119.27,-,-,-999.00,-999.00,-999.00,-999.00,514.84,-0.00,0,0,Y,-
OP_2,1625.16,461214.32,5933918.81,1124.41,-,-,-999.00,-999.00,-999.00,-999.00,509.98,-0.00,0,0,Y,-
OP_2,1650.66,461199.67,5933939.22,1128.76,-,-,-999.00,-999.00,-999.00,-999.00,506.08,-0.00,0,0,Y,-
OP_2,1676.37,461184.79,5933959.87,1132.39,-,-,-999.00,-999.00,-999.00,-999.00,503.13,-0.00,0,0,Y,-
OP_2,1701.85,461169.95,5933980.38,1135.24,-,-,-999.00,-999.00,-999.00,-999.00,501.50,-0.00,0,0,Y,-
OP_2,1727.11,461155.16,5934000.74,1137.36,-,-,-999.00,-999.00,-999.00,-999.00,500.30,-0.00,0,0,Y,-
OP_2,1752.64,461140.14,5934021.34,1138.77,-,-,-999.00,-999.00,-999.00,-999.00,499.49,-0.00,0,0,Y,-
OP_2,1777.97,461125.19,5934041.78,1139.48,-,-,-999.00,-999.00,-999.00,-999.00,499.02,-0.00,0,0,Y,-
OP_2,1803.35,461110.17,5934062.24,1139.51,-,-,-999.00,-999.00,-999.00,-999.00,498.94,-0.00,0,0,Y,-
OP_2,1828.48,461095.28,5934082.47,1138.90,-,-,-999.00,-999.00,-999.00,-999.00,499.43,-0.00,0,0,Y,-
OP_2,1853.91,461080.21,5934102.92,1137.72,-,-,-999.00,-999.00,-999.00,-999.00,500.44,-0.00,0,0,Y,-
OP_2,1879.15,461065.28,5934123.20,1136.06,-,-,-999.00,-999.00,-999.00,-999.00,501.89,-0.00,0,0,Y,-
OP_2,1904.65,461050.22,5934143.67,1133.93,-,-,-999.00,-999.00,-999.00,-999.00,503.74,-0.00,0,0,Y,-
OP_2,1929.92,461035.35,5934163.95,1131.44,-,-,-999.00,-999.00,-999.00,-999.00,505.95,-0.00,0,0,Y,-
OP_2,1955.42,461020.40,5934184.41,1128.60,-,-,-999.00,-999.00,-999.00,-999.00,508.48,-0.00,0,0,Y,-
OP_2,1980.63,461005.70,5934204.65,1125.51,-,-,-999.00,-999.00,-999.00,-999.00,511.09,-0.00,0,0,Y,-
OP_2,2006.02,460990.96,5934225.06,1122.16,-,-,-999.00,-999.00,-999.00,-999.00,513.89,-0.00,0,0,Y,-
OP_2,2031.58,460976.22,5934245.63,1118.60,-,-,-999.00,-999.00,-999.00,-999.00,516.86,-0.00,0,0,Y,-
OP_2,2057.29,460961.48,5934266.37,1114.86,-,-,-999.00,-999.00,-999.00,-999.00,520.07,-0.00,0,0,Y,-
OP_2,2082.62,460947.07,5934286.85,1111.06,-,-,-999.00,-999.00,-999.00,-999.00,523.64,-0.00,0,0,Y,-
OP_2,2108.06,460932.71,5934307.47,1107.17,-,-,-999.00,-999.00,-999.00,-999.00,527.34,-0.00,0,0,Y,-
OP_2,2133.58,460918.42,5934328.25,1103.22,-,-,-999.00,-999.00,-999.00,-999.00,531.22,-0.00,0,0,Y,-
OP_2,2159.16,460904.22,5934349.16,1099.26,-,-,-999.00,-999.00,-999.00,-999.00,535.26,0.00,0,0,Y,-
OP_2,2184.80,460890.12,5934370.21,1095.33,-,-,-999.00,-999.00,-999.00,-999.00,539.12,0.00,0,0,Y,-
OP_2,2210.46,460876.16,5934391.39,1091.46,-,-,-999.00,-999.00,-999.00,-999.00,542.86,0.00,0,0,Y,-
OP_2,2236.14,460862.34,5934412.70,1087.69,-,-,-999.00,-999.00,-999.00,-999.00,546.58,0.00,0,0,Y,-
OP_2,2261.81,460848.69,5934434.14,1084.06,-,-,-999.00,-999.00,-999.00,-999.00,550.26,0.00,0,0,Y,-
OP_2,2287.46,460835.23,5934455.70,1080.61,-,-,-999.00,-999.00,-999.00,-999.00,553.90,0.00,0,0,Y,-
OP_2,2313.08,460821.97,5934477.38,1077.38,-,-,-999.00,-999.00,-999.00,-999.00,557.64,0.00,0,0,Y,-
OP_2,2338.65,460808.94,5934499.17,1074.40,-,-,-999.00,-999.00,-999.00,-999.00,561.17,0.00,0,0,Y,-
OP_2,2364.15,460796.15,5934521.07,1071.72,-,-,-999.00,-999.00,-999.00,-999.00,564.38,0.00,0,0,Y,-
OP_2,2389.59,460783.63,5934543.09,1069.37,-,-,-999.00,-999.00,-999.00,-999.00,567.13,0.00,0,0,Y,-
OP_2,2414.94,460771.39,5934565.20,1067.39,-,-,-999.00,-999.00,-999.00,-999.00,569.52,0.00,0,0,Y,-
OP_2,2440.21,460759.45,5934587.42,1065.82,-,-,-999.00,-999.00,-999.00,-999.00,571.71,0.00,0,0,Y,-
OP_2,2465.40,460747.84,5934609.74,1064.70,-,-,-999.00,-999.00,-999.00,-999.00,573.44,0.00,0,0,Y,-
OP_2,2490.49,460736.56,5934632.14,1064.07,-,-,-999.00,-999.00,-999.00,-999.00,574.60,0.00,0,0,Y,-
OP_2,2515.67,460725.58,5934654.80,1063.97,-,-,-999.00,-999.00,-999.00,-999.00,575.10,0.00,0,0,Y,-
OP_2,2541.18,460714.80,5934677.91,1064.44,-,-,-999.00,-999.00,-999.00,-999.00,574.36,0.00,0,0,Y,-
OP_2,2566.62,460704.40,5934701.10,1065.48,-,-,-999.00,-999.00,-999.00,-999.00,572.77,0.00,0,0,Y,-
OP_2,2592.00,460694.35,5934724.36,1067.08,-,-,-999.00,-999.00,-999.00,-999.00,571.25,0.00,0,0,Y,-
OP_2,2617.34,460684.66,5934747.67,1069.22,-,-,-999.00,-999.00,-999.00,-999.00,569.68,0.00,0,0,Y,-
OP_2,2642.65,460675.30,5934771.03,1071.90,-,-,-999.00,-999.00,-999.00,-999.00,567.48,0.00,0,0,Y,-
OP_2,2667.93,460666.25,5934794.42,1075.09,-,-,-999.00,-999.00,-999.00,-999.00,564.18,0.00,0,0,Y,-
OP_2,2693.72,460657.32,5934818.32,1078.88,-,-,-999.00,-999.00,-999.00,-999.00,560.23,0.00,0,0,Y,-
OP_2,2719.49,460648.70,5934842.22,1083.18,-,-,-999.00,-999.00,-999.00,-999.00,555.75,0.00,0,0,Y,-
OP_2,2745.26,460640.34,5934866.12,1087.98,-,-,-999.00,-999.00,-999.00,-999.00,550.78,-0.00,0,0,Y,-
OP_2,2771.03,460632.26,5934890.01,1093.28,-,-,-999.00,-999.00,-999.00,-999.00,545.09,-0.00,0,0,Y,-
OP_2,2796.81,460624.42,5934913.88,1099.04,-,-,-999.00,-999.00,-999.00,-999.00,538.49,-0.00,0,0,Y,-
OP_2,2822.59,460616.81,5934937.71,1105.27,-,-,-999.00,-999.00,-999.00,-999.00,531.27,-0.01,0,0,Y,-
OP_2,2848.89,460609.26,5934961.96,1112.09,-,-,-999.00,-999.00,-999.00,-999.00,521.73,-0.02,0,0,Y,-
OP_2,2875.20,460601.92,5934986.16,1119.36,-,-,-999.00,-999.00,-999.00,-999.00,512.23,-0.03,0,0,Y,-
