DATE,FGIP,FGPR,FGPRH,FGPT,FGPTH,FOIP,FOPR,FOPRH,FOPT,FOPTF,FOPTH,FOPTS,FWIP,FWPT,FWPTH,YEARS
2000-01-01,8917232640.0,0.0,0.0,0.0,0.0,48463220.0,0.0,0.0,0.0,0.0,0.0,0.0,339163616.0,0.0,0.0,0.0
2000-02-01,8917230592.0,0.0,0.0,0.0,0.0,48463208.0,0.0,0.0,0.0,0.0,0.0,0.0,339163616.0,0.0,0.0,0.08487337082624435
2000-03-01,8855936000.0,2083971.875,2123621.5,61294484.0,61585024.0,48130084.0,11325.9345703125,11540.0,333122.1875,333122.1875,334660.0,0.0,339301216.0,2406.876220703125,0.0,0.1642710417509079
2000-04-01,8798755840.0,1821306.25,1887736.75,118474568.0,120104864.0,47819324.0,9898.4033203125,10257.2578125,643883.5625,643883.5625,652635.0,0.0,339440416.0,18189.912109375,4548.0009765625,0.24914442002773285
2000-05-01,8747359232.0,1707474.0,1695579.625,169870784.0,170972256.0,47539996.0,9279.75,9213.5673828125,923210.75,923210.75,929042.0,0.0,339573664.0,34948.56640625,25817.001953125,0.3312799334526062
2000-06-01,8695606272.0,1666167.0,1638625.75,221623776.0,221769648.0,47258728.0,9055.2548828125,8903.451171875,1204477.0,1204477.0,1205049.0,0.0,339711712.0,51887.7890625,50901.0,0.41615331172943115
2000-07-01,8649363456.0,1535666.375,1509394.625,267866160.0,267051488.0,47007408.0,8346.0126953125,8201.7001953125,1455794.375,1455794.375,1451100.0,0.0,339989856.0,68763.1640625,75951.0,0.4982888400554657
2000-08-01,8605006848.0,1425911.375,1398302.75,312223104.0,310398880.0,46766340.0,7749.5185546875,7597.41943359375,1696864.75,1696864.75,1686620.0,0.0,340279264.0,89342.640625,105138.0,0.5831621885299683
2000-09-01,8562875392.0,1355218.5,1325874.25,354354656.0,351500960.0,46537364.0,7365.31787109375,7203.8388671875,1925840.5,1925840.5,1909939.0,0.0,340566400.0,112207.8984375,136780.015625,0.6680355668067932
2000-10-01,8523716608.0,1302181.5,1270949.375,393513376.0,389629472.0,46324544.0,7077.0732421875,6905.7666015625,2138659.5,2138659.5,2117112.0,0.0,340842752.0,135856.625,169202.0,0.7501711249351501
2000-11-01,8484575744.0,1259924.875,1227013.0,432654240.0,427666848.0,46111824.0,6847.41748046875,6666.935546875,2351381.75,2351381.75,2323787.0,0.0,341127104.0,161500.328125,204244.0,0.8350445032119751
2000-12-01,8447705600.0,1226838.5,1191768.75,469524512.0,463419936.0,45911440.0,6667.6005859375,6475.7666015625,2551763.75,2551763.75,2518060.0,0.0,341401344.0,187268.9375,239515.0,0.9171800017356873
2001-01-01,8410437632.0,1200285.375,1163525.625,506792608.0,499489216.0,45708900.0,6523.2900390625,6321.87109375,2754307.75,2754307.75,2714038.0,0.0,341683872.0,214732.890625,277189.0,1.0020533800125122
2001-02-01,8355332096.0,1751924.125,1873729.0,561898176.0,557574848.0,45409412.0,9521.3271484375,10180.322265625,3053794.5,3053794.5,3029628.0,0.0,341931456.0,277152.3125,314403.0,1.086926817893982
2001-03-01,8319093248.0,1284250.25,1401034.0,598136512.0,596803776.0,45212460.0,6979.62109375,7610.60693359375,3250741.75,3250741.75,3242725.0,0.0,342155904.0,332712.78125,344655.0,1.1635866165161133
2001-04-01,8281491456.0,1196011.375,1301814.625,635737536.0,637160000.0,45008104.0,6500.06201171875,7072.09716796875,3455095.5,3455095.5,3461960.0,0.0,342522336.0,426242.1875,414866.03125,1.2484599351882935
2001-05-01,8245470720.0,1186150.375,1283700.25,671758016.0,675671040.0,44812340.0,6446.4697265625,6973.00048828125,3650858.75,3650858.75,3671150.0,0.0,342857568.0,541033.5625,508601.0,1.3305954933166504
2001-06-01,8208756736.0,1171275.25,1268368.5,708471808.0,714990464.0,44612808.0,6365.6259765625,6890.2255859375,3850390.25,3850390.25,3884747.0,0.0,343189984.0,673614.4375,619142.0,1.4154688119888306
2001-07-01,8173897728.0,1151614.25,1244567.125,743330432.0,752327488.0,44423356.0,6258.77294921875,6761.6005859375,4039839.25,4039839.25,4087595.0,0.0,343503840.0,809756.875,734308.0,1.4976043701171875
2001-08-01,8138553344.0,1131307.875,1216663.5,778674816.0,790044032.0,44231268.0,6148.41259765625,6611.193359375,4231928.5,4231928.5,4292542.0,0.0,343824064.0,954513.5,858961.0,1.5824778079986572
2001-09-01,8103589888.0,1120388.0,1204614.875,813637888.0,827387072.0,44041248.0,6089.0654296875,6543.677734375,4421945.0,4421945.0,4495396.0,0.0,344139488.0,1104099.75,988430.0,1.6673511266708374
2001-10-01,8070259200.0,1104633.625,1190271.0,846968512.0,863095232.0,43860104.0,6003.44384765625,6465.900390625,4603090.0,4603090.0,4689373.0,0.0,344440096.0,1253501.625,1117730.0,1.7494866847991943
2001-11-01,8036471296.0,1083832.5,1170988.625,880756544.0,899395904.0,43676472.0,5890.39404296875,6361.3232421875,4786720.5,4786720.5,4886574.0,0.0,344746112.0,1412474.5,1255454.0,1.8343600034713745
2001-12-01,8004167680.0,1071079.875,1160353.625,913059840.0,934206464.0,43500912.0,5821.08642578125,6303.49951171875,4962281.5,4962281.5,5075679.0,0.0,345037888.0,1570711.0,1392488.0,1.9164955615997314
2002-01-01,7971052544.0,1062315.875,1155516.25,946174976.0,970027520.0,43320936.0,5773.45556640625,6277.677734375,5142255.5,5142255.5,5270287.0,0.0,345334976.0,1738614.625,1537496.0,2.001368999481201
2002-02-01,7938240512.0,1052591.75,1151288.125,978987008.0,1005717440.0,43142608.0,5720.607421875,6253.58056640625,5320581.5,5320581.5,5464148.0,0.0,345627712.0,1910876.125,1685432.125,2.086242198944092
2002-03-01,7908928000.0,1041730.1875,1146238.0,1008299328.0,1037812096.0,42983304.0,5661.5771484375,6226.14306640625,5479887.5,5479887.5,5638480.0,0.0,345888320.0,2070261.625,1821296.125,2.1629021167755127
2002-04-01,7876841472.0,1029343.25,1141515.25,1040386048.0,1073199040.0,42808920.0,5594.2568359375,6201.193359375,5654272.0,5654272.0,5830717.0,0.0,346172640.0,2250956.25,1974069.125,2.2477755546569824
2002-05-01,7846304256.0,1012556.4375,1132282.75,1070923008.0,1107167488.0,42642956.0,5503.02392578125,6150.76611328125,5820234.0,5820234.0,6015240.0,0.0,346443520.0,2430064.0,2124148.0,2.32991099357605
2002-06-01,7815201792.0,997947.1875,1124983.75,1102025600.0,1142041984.0,42473920.0,5423.6259765625,6111.38720703125,5989270.0,5989270.0,6204693.0,0.0,346718976.0,2619613.0,2281780.0,2.4147844314575195
2002-07-01,7785411072.0,987833.625,1110101.25,1131816064.0,1175345024.0,42312016.0,5368.6611328125,6030.50048828125,6151174.0,6151174.0,6385608.0,0.0,346981536.0,2807074.0,2439522.0,2.496919870376587
2002-08-01,7755013632.0,975069.3125,1084009.5,1162213888.0,1208949376.0,42146812.0,5299.28955078125,5889.28955078125,6316380.0,6316380.0,6568176.0,0.0,347248864.0,3004718.5,2610034.0,2.5817933082580566
2002-09-01,7725216256.0,955411.0,1054247.5,1192011136.0,1241631104.0,41984868.0,5192.451171875,5727.16064453125,6478321.5,6478321.5,6745718.0,0.0,347512224.0,3206374.25,2787297.0,2.6666667461395264
2002-10-01,7697209344.0,927664.8125,1020194.9375,1220017664.0,1272236928.0,41832656.0,5041.65673828125,5542.36669921875,6630531.0,6630531.0,6911989.0,0.0,347762752.0,3405837.75,2964779.0,2.7488021850585938
2002-11-01,7669373952.0,891789.625,985624.5625,1247852672.0,1302791296.0,41681376.0,4846.6826171875,5354.00048828125,6781808.0,6781808.0,7077963.0,0.0,348016448.0,3617162.25,3153119.0,2.8336756229400635
2002-12-01,7643101184.0,869879.75,967026.125,1274124928.0,1331801984.0,41538592.0,4727.607421875,5253.33349609375,6924592.0,6924592.0,7235563.0,0.0,348256480.0,3827127.75,3339928.0,2.915811061859131
2003-01-01,7617013248.0,836088.9375,929821.5,1300212736.0,1360626560.0,41396808.0,4543.96142578125,5050.837890625,7066373.5,7066373.5,7392139.0,0.0,348491712.0,4041882.75,3531553.0,3.0006844997406006
2003-02-01,7616175616.0,0.0,0.0,1301050112.0,1361556352.0,41392260.0,0.0,0.0,7070924.5,7070924.5,7397190.0,0.0,348484768.0,4048845.25,3537734.5,3.003422260284424
