ENSEMBLE,REAL,FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL,INTERPOLATE_GO,INTERPOLATE_WO,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,COHIBA_MODEL_MODE,FWL
iter-0,6,5,13553863.0,0,13553863.0,34983630.0,0.0,2493910763.0,2493910763.0,57664041.0,21612458.0,36051582.0,0.0,21612458.0,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-0,6,6,0.0,0,0.0,53681412.0,0.0,0.0,0.0,55324574.0,0.0,55324574.0,0.0,0.0,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-1,6,1,22401289.0,0,22401289.0,42883527.0,0.0,4121837222.0,4121837222.0,79929466.0,35734448.0,44195018.0,0.0,35734448.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,2,0.0,0,0.0,65360121.0,0.0,0.0,0.0,67369286.0,0.0,67369286.0,0.0,0.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,3,19642468.0,0,19642468.0,54881973.0,0.0,3614214139.0,3614214139.0,87885580.0,31327281.0,56558299.0,0.0,31327281.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,4,0.0,0,0.0,74934106.0,0.0,0.0,0.0,77231717.0,0.0,77231717.0,0.0,0.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,5,13205179.0,0,13205179.0,41196753.0,0.0,2429753010.0,2429753010.0,63512818.0,21058623.0,42454195.0,0.0,21058623.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,6,0.0,0,0.0,55266864.0,0.0,0.0,0.0,56958247.0,0.0,56958247.0,0.0,0.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,4,1,18008010.0,0,18008010.0,41928638.0,0.0,3313473889.0,3313473889.0,71940700.0,28728422.0,43212278.0,0.0,28728422.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,2,0.0,0,0.0,63159087.0,0.0,0.0,0.0,65100053.0,0.0,65100053.0,0.0,0.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,3,17418759.0,0,17418759.0,57655361.0,0.0,3205051673.0,3205051673.0,87200802.0,27783906.0,59416897.0,0.0,27783906.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,4,0.0,0,0.0,79901828.0,0.0,0.0,0.0,82351329.0,0.0,82351329.0,0.0,0.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,5,13451200.0,0,13451200.0,43910153.0,0.0,2475020851.0,2475020851.0,66701591.0,21451649.0,45249941.0,0.0,21451649.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,6,0.0,0,0.0,52943134.0,0.0,0.0,0.0,54563485.0,0.0,54563485.0,0.0,0.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,9,1,19438315.0,0,19438315.0,41069225.0,0.0,3576649934.0,3576649934.0,73335287.0,31008872.0,42326415.0,0.0,31008872.0,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,9,2,0.0,0,0.0,63109046.0,0.0,0.0,0.0,65048465.0,0.0,65048465.0,0.0,0.0,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,9,3,20138174.0,0,20138174.0,59928076.0,0.0,3705424082.0,3705424082.0,93877685.0,32119226.0,61758459.0,0.0,32119226.0,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,9,4,0.0,0,0.0,76982462.0,0.0,0.0,0.0,79342221.0,0.0,79342221.0,0.0,0.0,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,9,5,14190135.0,0,14190135.0,42569960.0,0.0,2610984771.0,2610984771.0,66498067.0,22628855.0,43869212.0,0.0,22628855.0,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,9,6,0.0,0,0.0,50147803.0,0.0,0.0,0.0,51682863.0,0.0,51682863.0,0.0,0.0,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,5,1,18136034.0,0,18136034.0,42412565.0,0.0,3337030201.0,3337030201.0,72643434.0,28932153.0,43711281.0,0.0,28932153.0,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,5,2,0.0,0,0.0,69619491.0,0.0,0.0,0.0,71758999.0,0.0,71758999.0,0.0,0.0,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,5,3,17424094.0,0,17424094.0,53803712.0,0.0,3206033322.0,3206033322.0,83240987.0,27792712.0,55448276.0,0.0,27792712.0,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,5,4,0.0,0,0.0,82031594.0,0.0,0.0,0.0,84546548.0,0.0,84546548.0,0.0,0.0,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,5,5,13692107.0,0,13692107.0,43771295.0,0.0,2519347765.0,2519347765.0,66943753.0,21836382.0,45107372.0,0.0,21836382.0,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,5,6,0.0,0,0.0,50004124.0,0.0,0.0,0.0,51534488.0,0.0,51534488.0,0.0,0.0,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,7,1,18560481.0,0,18560481.0,45051221.0,0.0,3415128439.0,3415128439.0,76038610.0,29608481.0,46430129.0,0.0,29608481.0,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,7,2,0.0,0,0.0,64136981.0,0.0,0.0,0.0,66108078.0,0.0,66108078.0,0.0,0.0,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,7,3,17211619.0,0,17211619.0,52895439.0,0.0,3166937932.0,3166937932.0,81964544.0,27452433.0,54512111.0,0.0,27452433.0,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,7,4,0.0,0,0.0,81011829.0,0.0,0.0,0.0,83495548.0,0.0,83495548.0,0.0,0.0,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,7,5,13869801.0,0,13869801.0,41493306.0,0.0,2552043475.0,2552043475.0,64878175.0,22118379.0,42759796.0,0.0,22118379.0,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,7,6,0.0,0,0.0,51725696.0,0.0,0.0,0.0,53308887.0,0.0,53308887.0,0.0,0.0,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,8,1,23665817.0,0,23665817.0,42907775.0,0.0,4354510236.0,4354510236.0,81970050.0,37749108.0,44220941.0,0.0,37749108.0,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,8,2,0.0,0,0.0,75023579.0,0.0,0.0,0.0,77329526.0,0.0,77329526.0,0.0,0.0,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,8,3,22934245.0,0,22934245.0,54035607.0,0.0,4219900990.0,4219900990.0,92262505.0,36576648.0,55685856.0,0.0,36576648.0,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,8,4,0.0,0,0.0,80732961.0,0.0,0.0,0.0,83209598.0,0.0,83209598.0,0.0,0.0,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,8,5,14484999.0,0,14484999.0,37679710.0,0.0,2665239753.0,2665239753.0,61928555.0,23098196.0,38830360.0,0.0,23098196.0,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,8,6,0.0,0,0.0,50936308.0,0.0,0.0,0.0,52495641.0,0.0,52495641.0,0.0,0.0,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,0,1,17689804.0,0,17689804.0,42209731.0,0.0,3254924010.0,3254924010.0,71721445.0,28220679.0,43500765.0,0.0,28220679.0,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,0,2,0.0,0,0.0,69405517.0,0.0,0.0,0.0,71537767.0,0.0,71537767.0,0.0,0.0,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,0,3,18877456.0,0,18877456.0,57293584.0,0.0,3473451968.0,3473451968.0,89155282.0,30110147.0,59045135.0,0.0,30110147.0,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,0,4,0.0,0,0.0,77177082.0,0.0,0.0,0.0,79542980.0,0.0,79542980.0,0.0,0.0,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,0,5,11613507.0,0,11613507.0,40881874.0,0.0,2136885264.0,2136885264.0,60652291.0,18521850.0,42130441.0,0.0,18521850.0,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,0,6,0.0,0,0.0,43657884.0,0.0,0.0,0.0,44993324.0,0.0,44993324.0,0.0,0.0,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,1,1,19228646.0,0,19228646.0,43251927.0,0.0,3538070898.0,3538070898.0,75250379.0,30675649.0,44574730.0,0.0,30675649.0,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,1,2,0.0,0,0.0,66327001.0,0.0,0.0,0.0,68365777.0,0.0,68365777.0,0.0,0.0,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,1,3,19247882.0,0,19247882.0,66367797.0,0.0,3541610217.0,3541610217.0,99094281.0,30699049.0,68395233.0,0.0,30699049.0,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,1,4,0.0,0,0.0,72668213.0,0.0,0.0,0.0,74896281.0,0.0,74896281.0,0.0,0.0,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,1,5,11227894.0,0,11227894.0,37586199.0,0.0,2065932474.0,2065932474.0,56639965.0,17905729.0,38734236.0,0.0,17905729.0,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,1,6,0.0,0,0.0,46202227.0,0.0,0.0,0.0,47615750.0,0.0,47615750.0,0.0,0.0,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,2,1,19205466.0,0,19205466.0,44632392.0,0.0,3533805688.0,3533805688.0,76634988.0,30637691.0,45997297.0,0.0,30637691.0,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,2,2,0.0,0,0.0,63227476.0,0.0,0.0,0.0,65170161.0,0.0,65170161.0,0.0,0.0,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,2,3,17721922.0,0,17721922.0,57210398.0,0.0,3260833735.0,3260833735.0,87225483.0,28266910.0,58958573.0,0.0,28266910.0,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,2,4,0.0,0,0.0,80639595.0,0.0,0.0,0.0,83111574.0,0.0,83111574.0,0.0,0.0,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,2,5,13994252.0,0,13994252.0,42610404.0,0.0,2574942332.0,2574942332.0,66227683.0,22317199.0,43910484.0,0.0,22317199.0,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,2,6,0.0,0,0.0,55563030.0,0.0,0.0,0.0,57263835.0,0.0,57263835.0,0.0,0.0,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,3,1,19404014.0,0,19404014.0,46666605.0,0.0,3570338538.0,3570338538.0,79048903.0,30954189.0,48094714.0,0.0,30954189.0,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
iter-1,3,2,0.0,0,0.0,64635027.0,0.0,0.0,0.0,66621541.0,0.0,66621541.0,0.0,0.0,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
iter-1,3,3,16616973.0,0,16616973.0,51025668.0,0.0,3057522972.0,3057522972.0,79090984.0,26505256.0,52585728.0,0.0,26505256.0,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
iter-1,3,4,0.0,0,0.0,77157241.0,0.0,0.0,0.0,79522534.0,0.0,79522534.0,0.0,0.0,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
