ENSEMBLE,REAL,FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL,INTERPOLATE_GO,INTERPOLATE_WO,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,COHIBA_MODEL_MODE,FWL
iter-1,3,5,13823708.0,0,13823708.0,41954182.0,0.0,2543562253.0,2543562253.0,65281478.0,22046801.0,43234678.0,0.0,22046801.0,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
iter-1,3,6,0.0,0,0.0,52359707.0,0.0,0.0,0.0,53961657.0,0.0,53961657.0,0.0,0.0,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
iter-2,7,1,18333133.0,0,18333133.0,42313355.0,0.0,3373296534.0,3373296534.0,72856398.0,29247150.0,43609248.0,0.0,29247150.0,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,7,2,0.0,0,0.0,67926753.0,0.0,0.0,0.0,70014631.0,0.0,70014631.0,0.0,0.0,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,7,3,17545368.0,0,17545368.0,56910202.0,0.0,3228347750.0,3228347750.0,86635191.0,27985826.0,58649365.0,0.0,27985826.0,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,7,4,0.0,0,0.0,81854626.0,0.0,0.0,0.0,84364101.0,0.0,84364101.0,0.0,0.0,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,7,5,13116709.0,0,13116709.0,43740057.0,0.0,2413474525.0,2413474525.0,65994118.0,20918758.0,45075361.0,0.0,20918758.0,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,7,6,0.0,0,0.0,50343236.0,0.0,0.0,0.0,51884019.0,0.0,51884019.0,0.0,0.0,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,3,1,18222707.0,0,18222707.0,43225688.0,0.0,3352978157.0,3352978157.0,73620012.0,29070778.0,44549234.0,0.0,29070778.0,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,3,2,0.0,0,0.0,68404506.0,0.0,0.0,0.0,70506961.0,0.0,70506961.0,0.0,0.0,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,3,3,17742352.0,0,17742352.0,56717299.0,0.0,3264592775.0,3264592775.0,86751542.0,28300643.0,58450899.0,0.0,28300643.0,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,3,4,0.0,0,0.0,80175604.0,0.0,0.0,0.0,82633828.0,0.0,82633828.0,0.0,0.0,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,3,5,14202175.0,0,14202175.0,45329677.0,0.0,2613200212.0,2613200212.0,69363716.0,22650301.0,46713416.0,0.0,22650301.0,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,3,6,0.0,0,0.0,50162738.0,0.0,0.0,0.0,51697913.0,0.0,51697913.0,0.0,0.0,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,5,1,18398963.0,0,18398963.0,40751155.0,0.0,3385409203.0,3385409203.0,71351490.0,29352379.0,41999111.0,0.0,29352379.0,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,5,2,0.0,0,0.0,69198715.0,0.0,0.0,0.0,71325384.0,0.0,71325384.0,0.0,0.0,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,5,3,17482895.0,0,17482895.0,55265880.0,0.0,3216852757.0,3216852757.0,84841490.0,27886530.0,56954960.0,0.0,27886530.0,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,5,4,0.0,0,0.0,81808452.0,0.0,0.0,0.0,84316467.0,0.0,84316467.0,0.0,0.0,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,5,5,13657603.0,0,13657603.0,44136205.0,0.0,2512998887.0,2512998887.0,67265032.0,21781618.0,45483415.0,0.0,21781618.0,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,5,6,0.0,0,0.0,50456150.0,0.0,0.0,0.0,52000288.0,0.0,52000288.0,0.0,0.0,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,1,1,18646405.0,0,18646405.0,44635520.0,0.0,3430938598.0,3430938598.0,75748229.0,29746926.0,46001303.0,0.0,29746926.0,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,1,2,0.0,0,0.0,66449226.0,0.0,0.0,0.0,68491393.0,0.0,68491393.0,0.0,0.0,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,1,3,17365414.0,0,17365414.0,54717391.0,0.0,3195236100.0,3195236100.0,84089180.0,27699432.0,56389747.0,0.0,27699432.0,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,1,4,0.0,0,0.0,79380210.0,0.0,0.0,0.0,81813773.0,0.0,81813773.0,0.0,0.0,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,1,5,13857939.0,0,13857939.0,44455185.0,0.0,2549860803.0,2549860803.0,67913495.0,22101068.0,45812427.0,0.0,22101068.0,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,1,6,0.0,0,0.0,50078685.0,0.0,0.0,0.0,51611393.0,0.0,51611393.0,0.0,0.0,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,0,1,17794434.0,0,17794434.0,43165806.0,0.0,3274175819.0,3274175819.0,72874637.0,28387764.0,44486872.0,0.0,28387764.0,-0.719257,-0.652155,-0.223454,-2.68226,-0.0978239,-2.30853,-3.6453,-6.66765,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63,-0.719257,-0.652155,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63
iter-2,0,2,0.0,0,0.0,66811633.0,0.0,0.0,0.0,68865090.0,0.0,68865090.0,0.0,0.0,-0.719257,-0.652155,-0.223454,-2.68226,-0.0978239,-2.30853,-3.6453,-6.66765,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63,-0.719257,-0.652155,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63
iter-2,0,3,18245364.0,0,18245364.0,57781405.0,0.0,3357146980.0,3357146980.0,88649637.0,29102640.0,59546997.0,0.0,29102640.0,-0.719257,-0.652155,-0.223454,-2.68226,-0.0978239,-2.30853,-3.6453,-6.66765,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63,-0.719257,-0.652155,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63
iter-2,0,4,0.0,0,0.0,81888982.0,0.0,0.0,0.0,84399674.0,0.0,84399674.0,0.0,0.0,-0.719257,-0.652155,-0.223454,-2.68226,-0.0978239,-2.30853,-3.6453,-6.66765,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63,-0.719257,-0.652155,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63
iter-2,0,5,13727679.0,0,13727679.0,43791868.0,0.0,2525893002.0,2525893002.0,67021724.0,21893246.0,45128478.0,0.0,21893246.0,-0.719257,-0.652155,-0.223454,-2.68226,-0.0978239,-2.30853,-3.6453,-6.66765,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63,-0.719257,-0.652155,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63
iter-2,0,6,0.0,0,0.0,50245386.0,0.0,0.0,0.0,51783263.0,0.0,51783263.0,0.0,0.0,-0.719257,-0.652155,-0.223454,-2.68226,-0.0978239,-2.30853,-3.6453,-6.66765,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63,-0.719257,-0.652155,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63
iter-2,9,1,18389668.0,0,18389668.0,42950799.0,0.0,3383698962.0,3383698962.0,73602917.0,29337090.0,44265827.0,0.0,29337090.0,-0.665712,-0.744768,-0.132727,-2.43352,-0.0765611,-2.6775,-3.75453,-5.98106,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61,-0.665712,-0.744768,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61
iter-2,9,2,0.0,0,0.0,65113462.0,0.0,0.0,0.0,67114307.0,0.0,67114307.0,0.0,0.0,-0.665712,-0.744768,-0.132727,-2.43352,-0.0765611,-2.6775,-3.75453,-5.98106,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61,-0.665712,-0.744768,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61
iter-2,9,3,17521828.0,0,17521828.0,57058812.0,0.0,3224016339.0,3224016339.0,86751278.0,27948448.0,58802830.0,0.0,27948448.0,-0.665712,-0.744768,-0.132727,-2.43352,-0.0765611,-2.6775,-3.75453,-5.98106,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61,-0.665712,-0.744768,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61
iter-2,9,4,0.0,0,0.0,80168153.0,0.0,0.0,0.0,82625641.0,0.0,82625641.0,0.0,0.0,-0.665712,-0.744768,-0.132727,-2.43352,-0.0765611,-2.6775,-3.75453,-5.98106,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61,-0.665712,-0.744768,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61
iter-2,9,5,13521904.0,0,13521904.0,45292818.0,0.0,2488030290.0,2488030290.0,68240151.0,21565075.0,46675076.0,0.0,21565075.0,-0.665712,-0.744768,-0.132727,-2.43352,-0.0765611,-2.6775,-3.75453,-5.98106,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61,-0.665712,-0.744768,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61
iter-2,9,6,0.0,0,0.0,49296939.0,0.0,0.0,0.0,50805736.0,0.0,50805736.0,0.0,0.0,-0.665712,-0.744768,-0.132727,-2.43352,-0.0765611,-2.6775,-3.75453,-5.98106,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61,-0.665712,-0.744768,0.736671,0.0036854,0.838376,0.00210136,0.000175982,1.04457e-06,1,1702.61
iter-2,2,1,17782426.0,0,17782426.0,42551211.0,0.0,3271966341.0,3271966341.0,72222485.0,28369100.0,43853385.0,0.0,28369100.0,-0.619754,-0.700281,-0.17472,-2.35327,-0.0558629,-2.42706,-3.70113,-6.36851,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88,-0.619754,-0.700281,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88
iter-2,2,2,0.0,0,0.0,67946809.0,0.0,0.0,0.0,70034733.0,0.0,70034733.0,0.0,0.0,-0.619754,-0.700281,-0.17472,-2.35327,-0.0558629,-2.42706,-3.70113,-6.36851,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88,-0.619754,-0.700281,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88
iter-2,2,3,18307276.0,0,18307276.0,57705839.0,0.0,3368538723.0,3368538723.0,88670447.0,29201055.0,59469392.0,0.0,29201055.0,-0.619754,-0.700281,-0.17472,-2.35327,-0.0558629,-2.42706,-3.70113,-6.36851,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88,-0.619754,-0.700281,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88
iter-2,2,4,0.0,0,0.0,81829096.0,0.0,0.0,0.0,84338070.0,0.0,84338070.0,0.0,0.0,-0.619754,-0.700281,-0.17472,-2.35327,-0.0558629,-2.42706,-3.70113,-6.36851,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88,-0.619754,-0.700281,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88
iter-2,2,5,13699119.0,0,13699119.0,44310342.0,0.0,2520637822.0,2520637822.0,67510455.0,21847653.0,45662802.0,0.0,21847653.0,-0.619754,-0.700281,-0.17472,-2.35327,-0.0558629,-2.42706,-3.70113,-6.36851,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88,-0.619754,-0.700281,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88
iter-2,2,6,0.0,0,0.0,50008743.0,0.0,0.0,0.0,51539440.0,0.0,51539440.0,0.0,0.0,-0.619754,-0.700281,-0.17472,-2.35327,-0.0558629,-2.42706,-3.70113,-6.36851,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88,-0.619754,-0.700281,0.668775,0.00443336,0.8793,0.00374058,0.000199009,4.28043e-07,1,1702.88
iter-2,6,1,18931739.0,0,18931739.0,42473871.0,0.0,3483439975.0,3483439975.0,73976274.0,30201763.0,43774511.0,0.0,30201763.0,-0.712211,-0.699838,-0.210641,-2.54384,-0.0857569,-2.4202,-3.67826,-6.4329,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81,-0.712211,-0.699838,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81
iter-2,6,2,0.0,0,0.0,69114707.0,0.0,0.0,0.0,71238906.0,0.0,71238906.0,0.0,0.0,-0.712211,-0.699838,-0.210641,-2.54384,-0.0857569,-2.4202,-3.67826,-6.4329,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81,-0.712211,-0.699838,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81
iter-2,6,3,17982492.0,0,17982492.0,55750106.0,0.0,3308778481.0,3308778481.0,86137278.0,28683562.0,57453716.0,0.0,28683562.0,-0.712211,-0.699838,-0.210641,-2.54384,-0.0857569,-2.4202,-3.67826,-6.4329,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81,-0.712211,-0.699838,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81
iter-2,6,4,0.0,0,0.0,83089024.0,0.0,0.0,0.0,85636561.0,0.0,85636561.0,0.0,0.0,-0.712211,-0.699838,-0.210641,-2.54384,-0.0857569,-2.4202,-3.67826,-6.4329,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81,-0.712211,-0.699838,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81
iter-2,6,5,13442802.0,0,13442802.0,43695390.0,0.0,2473475506.0,2473475506.0,66468243.0,21439011.0,45029232.0,0.0,21439011.0,-0.712211,-0.699838,-0.210641,-2.54384,-0.0857569,-2.4202,-3.67826,-6.4329,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81,-0.712211,-0.699838,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81
iter-2,6,6,0.0,0,0.0,50720435.0,0.0,0.0,0.0,52272791.0,0.0,52272791.0,0.0,0.0,-0.712211,-0.699838,-0.210641,-2.54384,-0.0857569,-2.4202,-3.67826,-6.4329,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81,-0.712211,-0.699838,0.615686,0.00285863,0.820811,0.00380011,0.000209768,3.69065e-07,1,1702.81
iter-2,4,1,18252299.0,0,18252299.0,43423379.0,0.0,3358422929.0,3358422929.0,73871510.0,29118452.0,44753058.0,0.0,29118452.0,-0.608847,-0.687952,-0.120307,-2.56872,-0.0897095,-2.52539,-3.75398,-6.0934,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24,-0.608847,-0.687952,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24
iter-2,4,2,0.0,0,0.0,68250114.0,0.0,0.0,0.0,70347561.0,0.0,70347561.0,0.0,0.0,-0.608847,-0.687952,-0.120307,-2.56872,-0.0897095,-2.52539,-3.75398,-6.0934,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24,-0.608847,-0.687952,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24
iter-2,4,3,17425192.0,0,17425192.0,55730009.0,0.0,3206235340.0,3206235340.0,85227765.0,27794368.0,57433397.0,0.0,27794368.0,-0.608847,-0.687952,-0.120307,-2.56872,-0.0897095,-2.52539,-3.75398,-6.0934,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24,-0.608847,-0.687952,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24
iter-2,4,4,0.0,0,0.0,80428818.0,0.0,0.0,0.0,82894672.0,0.0,82894672.0,0.0,0.0,-0.608847,-0.687952,-0.120307,-2.56872,-0.0897095,-2.52539,-3.75398,-6.0934,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24,-0.608847,-0.687952,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24
iter-2,4,5,13658707.0,0,13658707.0,44534869.0,0.0,2513202009.0,2513202009.0,67677679.0,21783549.0,45894129.0,0.0,21783549.0,-0.608847,-0.687952,-0.120307,-2.56872,-0.0897095,-2.52539,-3.75398,-6.0934,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24,-0.608847,-0.687952,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24
iter-2,4,6,0.0,0,0.0,49865292.0,0.0,0.0,0.0,51391399.0,0.0,51391399.0,0.0,0.0,-0.608847,-0.687952,-0.120307,-2.56872,-0.0897095,-2.52539,-3.75398,-6.0934,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24,-0.608847,-0.687952,0.758041,0.0026995,0.813374,0.00298274,0.000176204,8.06489e-07,1,1702.24
iter-2,8,1,18548847.0,0,18548847.0,44380735.0,0.0,3412987782.0,3412987782.0,75331183.0,29591822.0,45739362.0,0.0,29591822.0,-0.574942,-0.696017,-0.149755,-2.39111,-0.0614995,-2.54991,-3.77254,-5.89196,0.708345,0.00406339,0.867962,0.00281899,0.000168835,1.28244e-06,1,1702.39,-0.574942,-0.696017,0.708345,0.00406339,0.867962,0.00281899,0.000168835,1.28244e-06,1,1702.39
iter-2,8,2,0.0,0,0.0,69568812.0,0.0,0.0,0.0,71706480.0,0.0,71706480.0,0.0,0.0,-0.574942,-0.696017,-0.149755,-2.39111,-0.0614995,-2.54991,-3.77254,-5.89196,0.708345,0.00406339,0.867962,0.00281899,0.000168835,1.28244e-06,1,1702.39,-0.574942,-0.696017,0.708345,0.00406339,0.867962,0.00281899,0.000168835,1.28244e-06,1,1702.39
iter-2,8,3,18227161.0,0,18227161.0,55334630.0,0.0,3353797685.0,3353797685.0,86098815.0,29073515.0,57025300.0,0.0,29073515.0,-0.574942,-0.696017,-0.149755,-2.39111,-0.0614995,-2.54991,-3.77254,-5.89196,0.708345,0.00406339,0.867962,0.00281899,0.000168835,1.28244e-06,1,1702.39,-0.574942,-0.696017,0.708345,0.00406339,0.867962,0.00281899,0.000168835,1.28244e-06,1,1702.39
iter-2,8,4,0.0,0,0.0,82804761.0,0.0,0.0,0.0,85343729.0,0.0,85343729.0,0.0,0.0,-0.574942,-0.696017,-0.149755,-2.39111,-0.0614995,-2.54991,-3.77254,-5.89196,0.708345,0.00406339,0.867962,0.00281899,0.000168835,1.28244e-06,1,1702.39,-0.574942,-0.696017,0.708345,0.00406339,0.867962,0.00281899,0.000168835,1.28244e-06,1,1702.39
